problem_id,user_id,content,option,answer,concept_id,course_name,knowledge_chain,is_correct,explanation
Pm_738123,U_14424233,下面哪个阶段在BSP模型中可以独立并发执行的？（  ）,"{'A': '数据分片阶段', 'B': '本地计算阶段', 'C': '全局通信阶段', 'D': '栅栏同步阶段'}","[""B""]",K_BSP模型_计算机科学与技术,大数据平台核心技术,K_BSP模型_计算机科学与技术,1,"The student answered correctly. In the Bulk Synchronous Parallel (BSP) model, the 'Local Computation Phase' (本地计算阶段) is the part where tasks are executed independently and concurrently. This phase allows for parallel execution as there is no need for global synchronization until the 'Synchronization Barrier' (栅栏同步阶段)."
Pm_738124,U_14424233,下面哪些是BSP模型的缺点？（  ）,"{'A': '栅栏同步开销比较大', 'B': '可能产生死锁', 'C': '没有解决负载均衡问题', 'D': '被计算的数据可以保存在内存里'}","[""A""]",K_BSP模型_计算机科学与技术,大数据平台核心技术,K_BSP模型_计算机科学与技术,1,"The student's answer is correct. In the BSP (Bulk Synchronous Parallel) model, one known drawback is the significant overhead associated with barrier synchronization. Therefore, selecting '栅栏同步开销比较大' (Barrier synchronization overhead is relatively large) is an appropriate identification of a BSP model's disadvantage. The answer accurately reflects understanding of the BSP model's limitations within the context of the course content on core technologies of big data platforms."
Pm_738126,U_14424233,下面哪些是函数式编程语言有特点？（  ）,"{'A': '每个函数都有输出', 'B': '函数可以改变外部变量的状态', 'C': '函数的输出结果不依赖于外部变量', 'D': '函数的输入参数可能是另外一个函数'}","[""A"", ""C"", ""D""]",K_外部变量_计算机科学与技术,大数据平台核心技术,K_外部变量_计算机科学与技术,1,"The student correctly selected options A, C, and D as characteristics of functional programming languages. In functional programming, each function typically produces an output (A), functions aim to be pure with outputs not depending on external states (C), and functions can take other functions as arguments or return them (D). Option B, which states that functions can alter the state of external variables, is not characteristic of functional programming, as it emphasizes immutability and no side effects."
Pm_738126,U_14424233,下面哪些是函数式编程语言有特点？（  ）,"{'A': '每个函数都有输出', 'B': '函数可以改变外部变量的状态', 'C': '函数的输出结果不依赖于外部变量', 'D': '函数的输入参数可能是另外一个函数'}","[""A"", ""C"", ""D""]",K_函数式编程_计算机科学与技术,大数据平台核心技术,K_函数式编程_计算机科学与技术,1,"The student answered the problem correctly. In functional programming, key characteristics include: each function should have an output, functions should not have side effects (meaning the output does not depend on external variables), and functions can take other functions as input parameters. Therefore, selecting options A, C, and D correctly identifies these features of functional programming."
Pm_738136,U_14424233,分布式计算过程中，以下哪种计算调度方式代价更小？(  ),"{'A': '将计算发送到数据所在机器运行', 'B': '将数据拷贝到计算所在机器运行', 'C': '将数据和计算拿到统一的节点上运行', 'D': '以上都不对'}","[""A""]",K_调度方式_计算机科学与技术,大数据平台核心技术,K_调度方式_计算机科学与技术,1,"The student's answer is correct. In distributed computing, it is often more efficient to send computation to the node where the data resides. This minimizes data movement across the network, reducing the computational cost and improving overall performance, which aligns with option A: '将计算发送到数据所在机器运行'. This strategy is typically referred to as 'data locality.'"
Pm_738136,U_14424233,分布式计算过程中，以下哪种计算调度方式代价更小？(  ),"{'A': '将计算发送到数据所在机器运行', 'B': '将数据拷贝到计算所在机器运行', 'C': '将数据和计算拿到统一的节点上运行', 'D': '以上都不对'}","[""A""]",K_机器运行_计算机科学与技术,大数据平台核心技术,K_机器运行_计算机科学与技术,1,"The student correctly chose option 'A', which is the most cost-effective approach in distributed computing. Sending computation to the data's location is generally more efficient than moving large datasets, as data transfer can be resource-intensive and time-consuming."
Pm_738139,U_14424233,下面对流式描述正确的是（  ）,"{'A': '它是一种有状态计算，failover必须将数据从最源头重发。', 'B': '数据必须是有序进入，才能保证数据的正确性。', 'C': 'temporal SQL是适合流式计算的SQL语言。', 'D': '流式计算无法支持delete和update语义。'}","[""C""]",K_对流_计算机科学与技术,大数据平台核心技术,K_对流_计算机科学与技术,1,"The student's answer is correct because option C states that 'temporal SQL is a suitable SQL language for stream computing,' which accurately describes a characteristic of stream computing. Unlike other options, this focuses on the adaptability of temporal SQL for handling the continuous nature of streaming data, making it the most appropriate choice."
Pm_738141,U_14424233,下面对系统雪崩准确的描述有（  ）,"{'A': '系统雪崩是由于oom，引起系统级联的宕机现象。', 'B': '系统雪崩是由于系统设计问题，由软硬件以及流量异常引发的由细微问题引发更大面积故障，直至系统当机的现象。', 'C': '系统雪崩一般不会因为硬件引发。而是由于流量激增，系统容量设计不足，造成后台系统，包括数据库系统的不正常工作。', 'D': '系统雪崩最初原因与触发宕机的故障可以相关，也有可能无关。'}","[""B"", ""D""]",K_宕机_计算机科学与技术,大数据平台核心技术,K_宕机_计算机科学与技术,1,"The student correctly identified options B and D as accurate descriptions of a system avalanche. Option B correctly highlights that system avalanches can be triggered by minor issues due to software, hardware, or abnormal traffic resulting from system design flaws. Option D accurately notes that the initial cause of a system avalanche may be related or unrelated to the fault that triggers a system crash."
Pm_738142,U_14424233,对于spark streaming不正确的描述有（  ）,"{'A': 'spark streaming的ack机制由一组分布式的系统维护，所以它是scale-out的。', 'B': 'spark streaming使用mini-batch的机制，dstream由多个rdd组成。', 'C': 'spark streaming支持滑动窗口，固定窗口和session窗口。', 'D': 'spark streaming是将流式计算切割成批量计算。但同时，批量计算也可以当作流式计算运行。'}","[""A"", ""C""]",K_系统维护_计算机科学与技术,大数据平台核心技术,K_系统维护_计算机科学与技术,1,"The task was to identify incorrect descriptions of Spark Streaming. The student correctly identified options 'A' and 'C' as incorrect. Option 'A' is incorrect because Spark Streaming does not inherently scale due to the acknowledgement mechanism being a distributed system; instead, it can encounter challenges in scaling. Option 'C' is incorrect because Spark Streaming supports sliding windows and fixed windows, but it does not natively support session windows without additional configurations or workarounds. Therefore, the student provided the correct answer."
Pm_738142,U_14424233,对于spark streaming不正确的描述有（  ）,"{'A': 'spark streaming的ack机制由一组分布式的系统维护，所以它是scale-out的。', 'B': 'spark streaming使用mini-batch的机制，dstream由多个rdd组成。', 'C': 'spark streaming支持滑动窗口，固定窗口和session窗口。', 'D': 'spark streaming是将流式计算切割成批量计算。但同时，批量计算也可以当作流式计算运行。'}","[""A"", ""C""]",K_滑动窗口_计算机科学与技术,大数据平台核心技术,K_滑动窗口_计算机科学与技术,1,"The student correctly identified the incorrect statements about Spark Streaming. Option A is incorrect because Spark Streaming does not inherently rely on a 'scale-out' distributed system for its ack mechanism. Option C is also incorrect because although Spark Streaming supports sliding and fixed windows, it does not natively support session windows. Therefore, choosing A and C as incorrect descriptions is correct."
Pm_738147,U_14424233,逻辑回归属于下列那一类机器学习算法：（  ）,"{'A': 'Supervised Learning 监督学习', 'B': 'Unsupervised Learning无监督学习', 'C': 'Reinforcement Learning 加强学习', 'D': '以上都不是'}","[""A""]",K_监督学习_计算机科学与技术,大数据平台核心技术,K_监督学习_计算机科学与技术,1,"The student correctly identified that logistic regression is a type of supervised learning algorithm. In supervised learning, the algorithm is trained on a labeled dataset, which means each training example has input data and the correct output is provided. Logistic regression is used for classification problems, where the output is categorical, making it an appropriate choice for this category of machine learning algorithms."
Pm_738152,U_14424233,CAP理论是分布式系统设计领域著名的理论总结，认为CAP三者同时只能满足其二，其中CAP指的是：（ ）,"{'A': '一致性、可用性、分区容忍性', 'B': '原子性、隔离性、持久性', 'C': '易用性、可用性、一致性', 'D': '随机处理、批处理、流式处理'}","[""A""]",K_CAP理论_计算机科学与技术,大数据平台核心技术,K_CAP理论_计算机科学与技术,1,"The student correctly identified '一致性、可用性、分区容忍性' (Consistency, Availability, Partition Tolerance) as the components of the CAP theorem, which states that in distributed data systems, it is impossible to achieve all three simultaneously. This understanding is fundamental in computer science and technology, as the CAP theorem guides the design and trade-offs of distributed systems. Therefore, the student's answer is correct."
Pm_738152,U_14424233,CAP理论是分布式系统设计领域著名的理论总结，认为CAP三者同时只能满足其二，其中CAP指的是：（ ）,"{'A': '一致性、可用性、分区容忍性', 'B': '原子性、隔离性、持久性', 'C': '易用性、可用性、一致性', 'D': '随机处理、批处理、流式处理'}","[""A""]",K_随机处理_计算机科学与技术,大数据平台核心技术,K_随机处理_计算机科学与技术,1,"The student correctly identified option A as the components of the CAP theorem. The CAP theorem states that in a distributed data store, it is impossible to simultaneously guarantee consistency, availability, and partition tolerance. Therefore, it's often abbreviated as CAP, correctly provided as 一致性 (Consistency), 可用性 (Availability), and 分区容忍性 (Partition Tolerance)."
Pm_738152,U_14424233,CAP理论是分布式系统设计领域著名的理论总结，认为CAP三者同时只能满足其二，其中CAP指的是：（ ）,"{'A': '一致性、可用性、分区容忍性', 'B': '原子性、隔离性、持久性', 'C': '易用性、可用性、一致性', 'D': '随机处理、批处理、流式处理'}","[""A""]",K_批处理_计算机科学与技术,大数据平台核心技术,K_批处理_计算机科学与技术,1,"The student answered the question correctly. The CAP theorem in distributed system design stipulates that it is impossible for a distributed data store to simultaneously provide more than two out of the following three guarantees: Consistency, Availability, and Partition Tolerance. Option 'A' correctly identifies these three concepts as '一致性' (Consistency), '可用性' (Availability), and '分区容忍性' (Partition Tolerance)."
Pm_738152,U_14424233,CAP理论是分布式系统设计领域著名的理论总结，认为CAP三者同时只能满足其二，其中CAP指的是：（ ）,"{'A': '一致性、可用性、分区容忍性', 'B': '原子性、隔离性、持久性', 'C': '易用性、可用性、一致性', 'D': '随机处理、批处理、流式处理'}","[""A""]",K_隔离性_计算机科学与技术,大数据平台核心技术,K_隔离性_计算机科学与技术,1,"The student correctly identified the components of the CAP theorem, which are Consistency, Availability, and Partition Tolerance. These are the three properties mentioned in option A. In distributed system design, it is well-established that it is not possible to achieve all three properties simultaneously; a system can only ensure two at a time. Therefore, the student's answer is correct."
Pm_738152,U_14424233,CAP理论是分布式系统设计领域著名的理论总结，认为CAP三者同时只能满足其二，其中CAP指的是：（ ）,"{'A': '一致性、可用性、分区容忍性', 'B': '原子性、隔离性、持久性', 'C': '易用性、可用性、一致性', 'D': '随机处理、批处理、流式处理'}","[""A""]",K_分布式系统设计_计算机科学与技术,大数据平台核心技术,K_分布式系统设计_计算机科学与技术,1,"The student correctly identified the components of the CAP theorem, which states that a distributed system can only simultaneously guarantee two out of the three following components: Consistency, Availability, and Partition Tolerance. Option 'A' correctly lists these components, and thus the student answered correctly."
Pm_738157,U_14424233,常见的深度学习模型包括：（  ）,"{'A': '卷机神经元网络 CNN', 'B': '深度置信模型 DBN', 'C': '递归神经元网络 RNN', 'D': 'K最近邻居模型 KNN'}","[""A"", ""B"", ""C""]",K_卷_计算机科学与技术,大数据平台核心技术,K_卷_计算机科学与技术,1,"The student correctly identified the common deep learning models. '卷机神经元网络 CNN', '深度置信模型 DBN', and '递归神经元网络 RNN' are indeed commonly used deep learning models. 'K最近邻居模型 KNN' is not a deep learning model but a traditional machine learning algorithm, so it was correctly not selected."
Pm_738157,U_14424233,常见的深度学习模型包括：（  ）,"{'A': '卷机神经元网络 CNN', 'B': '深度置信模型 DBN', 'C': '递归神经元网络 RNN', 'D': 'K最近邻居模型 KNN'}","[""A"", ""B"", ""C""]",K_近邻_计算机科学与技术,大数据平台核心技术,K_近邻_计算机科学与技术,1,"The student's answer is correct because they selected 'A', 'B', and 'C', which stand for Convolutional Neural Network (CNN), Deep Belief Network (DBN), and Recurrent Neural Network (RNN), respectively. These are all common models used in deep learning. The option 'D', K-Nearest Neighbors (KNN), is not typically considered a deep learning model; rather, it is a type of traditional machine learning algorithm. Therefore, the student's selection accurately reflects common models in deep learning."
Pm_146588,U_14504720,当您在命令提示符的后面输入命令的一部分时，按（__）键，Linux会帮你打剩下的字符，补充成为完整命令，如果有多个相符的命令，连按两下（__）键，Linux会显示所有的相符的命令。,"{'A': 'TAB', 'B': 'CONTRL', 'C': 'SHIFT', 'D': 'SPACE'}","[""A""]",K_命令提示符_计算机科学与技术,Linux系统管理,K_命令提示符_计算机科学与技术,1,"The student's answer is correct. In Linux, when you type part of a command in the command prompt and press the 'TAB' key, it helps complete the remaining characters, making it a complete command. If multiple commands match, pressing the 'TAB' key twice will display all matching commands. Therefore, option 'A' correctly specifies the 'TAB' key as the correct answer."
Pm_146589,U_14504720,下面的选项哪些是正确的？,"{'A': 'Linux操作系统是由Linus Torvalds发明的', 'B': 'Linux操作系统是由Richard Stallman发明的', 'C': 'Linus Torvalds和Richard Stallman的工作共同造就了Linux', 'D': '自由软件运动和互联网的兴起造就了Linux操作系统'}","[""C"", ""D""]",K_自由软件_计算机科学与技术,Linux系统管理,K_自由软件_计算机科学与技术,1,"The student answered correctly by selecting options ""C"" and ""D"". Option 'C' is correct because Linus Torvalds created the Linux kernel, while Richard Stallman initiated the GNU project, both of which were essential in forming what is commonly referred to as the Linux operating system. Option 'D' is also correct because the development of Linux was greatly aided by the rise of the free software movement, led by Stallman, and the Internet, which allowed for global collaboration. Option 'A' is misleading because while Torvalds developed the kernel, Linux as a whole is a combination of his work and contributions from the GNU project. Option 'B' is incorrect because Richard Stallman did not invent Linux; rather, he provided significant contributions through GNU software."
Pm_146591,U_14504720,"关于CentOS,下面哪些说法是正确的？","{'A': 'CentOS100%兼容红帽企业版(RHEL)', 'B': 'CentOS不提供专门技术支持，不包含封闭源代码软件', 'C': 'CentOS 64位版本可以安装在32位架构的机器上', 'D': 'CentOS是利用用红帽企业版(RHEL)源代码重新编译而成的'}","[""A"", ""B"", ""D""]",K_闭源_计算机科学与技术,Linux系统管理,K_闭源_计算机科学与技术,0,"The student answered the question with options [A, B, D], and the answer was marked incorrect. Let's evaluate the given options: A is true as CentOS aims to be 100% compatible with RHEL. B is also true; CentOS is a community-driven project without paid support and doesn't include proprietary software by default. D is correct since CentOS is indeed built from the source code of RHEL. The issue lies with option C: CentOS 64-bit cannot be installed on a 32-bit architecture machine, as 64-bit systems require a compatible processor. The student incorrectly selected option C, which is not a valid statement, leading to an incorrect answer. The correct answer should exclude option C."
Pm_189415,U_14776653,综合布线要求设计一个结构合理、技术先进、满足需求的综合布线系统方案，下列哪项不属于综合布线系统的设计原则。(  ),"{'A': '综合考虑用户需求、建筑物功能、经济发展水平等因素', 'B': '长远规划思想、保持一定的先进性', 'C': '不必将综合布线系统纳入建筑物整体规划、设计和建设中', 'D': '扩展性、标准化、灵活的管理方式'}","[""C""]",K_设计原则_计算机科学与技术,网络综合布线,K_设计原则_计算机科学与技术,1,"The student answered correctly by selecting option C. In the context of designing a structured cabling system, integrating the system into the overall planning, design, and construction of the building is an essential principle, contrary to what option C suggests. This makes C the option that does not belong to the design principles, as it inaccurately states that there is no need to include the system in the overall building planning."
Pm_189415,U_14776653,综合布线要求设计一个结构合理、技术先进、满足需求的综合布线系统方案，下列哪项不属于综合布线系统的设计原则。(  ),"{'A': '综合考虑用户需求、建筑物功能、经济发展水平等因素', 'B': '长远规划思想、保持一定的先进性', 'C': '不必将综合布线系统纳入建筑物整体规划、设计和建设中', 'D': '扩展性、标准化、灵活的管理方式'}","[""C""]",K_综合_计算机科学与技术,网络综合布线,K_综合_计算机科学与技术,1,"The student answered correctly by choosing option 'C'. In the context of designing a structured cabling system, it is crucial to integrate the cabling system into the overall planning, design, and construction of the building. Therefore, the statement 'C', which suggests that it is not necessary to include the cabling system in the building's overall planning, does not belong to the principles of structured cabling system design. This is why option 'C' is the correct answer to the question."
Pm_146588,U_14956092,当您在命令提示符的后面输入命令的一部分时，按（__）键，Linux会帮你打剩下的字符，补充成为完整命令，如果有多个相符的命令，连按两下（__）键，Linux会显示所有的相符的命令。,"{'A': 'TAB', 'B': 'CONTRL', 'C': 'SHIFT', 'D': 'SPACE'}","[""A""]",K_命令提示符_计算机科学与技术,Linux系统管理,K_命令提示符_计算机科学与技术,1,"The student correctly answered 'TAB' for this Linux command line question. In Linux, pressing the 'TAB' key after typing part of a command triggers the shell to attempt auto-completion of the command. If there are multiple possible completions, pressing 'TAB' twice will list all possible options. The student demonstrated understanding of this feature, hence their answer is marked as correct."
Pm_146589,U_14956092,下面的选项哪些是正确的？,"{'A': 'Linux操作系统是由Linus Torvalds发明的', 'B': 'Linux操作系统是由Richard Stallman发明的', 'C': 'Linus Torvalds和Richard Stallman的工作共同造就了Linux', 'D': '自由软件运动和互联网的兴起造就了Linux操作系统'}","[""C"", ""D""]",K_自由软件_计算机科学与技术,Linux系统管理,K_自由软件_计算机科学与技术,1,"The student correctly selected options 'C' and 'D'. Option 'C' is correct because Linus Torvalds created the Linux kernel, while Richard Stallman's work on the GNU project contributed significantly to the system that became known as GNU/Linux. Option 'D' is also correct as the free software movement, led by Richard Stallman, and the rise of the Internet helped with the distribution and development of the Linux operating system. Therefore, the student has shown an understanding of the collaborative and historical context in which Linux was developed."
